Poll,Date,Sample,MoE,Democratic Party,Republican Party,Spread,Election Year
NBC/WSJNBC/WSJ,3/6 - 3/8,--,43,45,Bush +2,2004,
CNN/USA Today/GallupCNN/USA Today/Gallup,3/5 - 3/7,--,50,44,Kerry +6,2004,
ABC News/Wash PostABC News/Wash Post,3/4 - 3/7,--,48,44,Kerry +4,2004,
IBD/TIPPIBD/TIPP,3/1 - 3/7,--,44,41,Kerry +3,2004,
FOX NewsFOX News,3/3 - 3/4,--,44,44,Tie ,2004,
AP-IpsosAP-Ipsos,3/1 - 3/3,--,45,46,Bush +1,2004,
NPRNPR,2/26 - 9/25,--,45,47,Bush +2,2004,
Pew ResearchPew Research,2/24 - 2/29,--,48,44,Kerry +4,2004,
CBS NewsCBS News,2/24 - 2/27,--,47,46,Kerry +1,2004,
NewsweekNewsweek,2/19 - 2/20,--,48,45,Kerry +3,2004,
FOX NewsFOX News,2/18 - 2/19,--,45,45,Tie ,2004,
ARGARG,2/17 - 2/19,--,48,46,Kerry +2,2004,
CNN/USA Today/GallupCNN/USA Today/Gallup,2/16 - 2/17,--,55,43,Kerry +12,2004,
RasmussenRasmussen,2/15 - 2/17,--,43,48,Bush +5,2004,
Univ. of ConnecticutUniv. of Connecticut,2/12 - 2/16,--,46,45,Kerry +1,2004,
Pew ResearchPew Research,2/11 - 2/16,--,47,47,Tie ,2004,
CBS NewsCBS News,2/12 - 2/15,--,48,43,Kerry +5,2004,
ABC News/Wash PostABC News/Wash Post,2/10 - 2/11,--,52,43,Kerry +9,2004,
RasmussenRasmussen,2/8 - 2/10,--,45,46,Bush +1,2004,
CNN/USA Today/GallupCNN/USA Today/Gallup,2/6 - 2/8,--,48,49,Bush +1,2004,
TimeTime,2/5 - 2/6,--,48,50,Bush +2,2004,
NewsweekNewsweek,2/5 - 2/6,--,50,45,Kerry +5,2004,
FOX NewsFOX News,2/4 - 2/5,--,43,47,Bush +4,2004,
CNN/USA Today/GallupCNN/USA Today/Gallup,1/29 - 2/1,--,53,46,Kerry +7,2004,
RasmussenRasmussen,1/29 - 1/31,--,46,43,Kerry +3,2004,
QuinnipiacQuinnipiac,1/28 - 1/31,--,51,43,Kerry +8,2004,
